,user_name,user_type,user_msg,user_msg_count,forum_type
202,Thatmentalchick,Active member,I probably should add I have diagnosed adhd schizophrenia and bipolar,25,Autism_and_Mental_Health_Forum
203,stevie_sloth,Well-known member,"Yes, I would definitely get checked for Autism (ASD). I'm actually surprised no one already checked for that before, if they knew those symptoms you mentioned in your notes.

ADHD and ASD can overlap quite a bit.

How does your Schizophrenia manifest itself? Do any of the potentially autistic symptoms overlap with it?","6,594",Autism_and_Mental_Health_Forum
204,Thatmentalchick,Active member,@stevie_sloth hi I was tested for autism at place 3 years ago but they couldn’t formally diagnose there so they just put I have a predisposition to it and for my schizophrenia I sometimes get flat affect which can be a symptom of autism and in episodes it does affect how I react with others,25,Autism_and_Mental_Health_Forum
205,stevie_sloth,Well-known member,"Thatmentalchick said:
@stevie_sloth hi I was tested for autism at place 3 years ago but they couldn’t formally diagnose there so they just put I have a predisposition to it and for my schizophrenia I sometimes get flat affect which can be a symptom of autism and in episodes it does affect how I react with others
Yes. From this, I do think you COULD be on the Autism spectrum. I think the mental health professionals may have felt like they had to choose either Schizophrenia or ASD, and they saw reason (then) to choose ASD.

I would try to get re-assessed.","6,594",Autism_and_Mental_Health_Forum
206,Thatmentalchick,Active member,@stevie_sloththx for responding and I’ll get assessed I found a place that takes my insurance,25,Autism_and_Mental_Health_Forum
207,stevie_sloth,Well-known member,"Thatmentalchick said:
@stevie_sloththx for responding and I’ll get assessed I found a place that takes my insurance
Good luck! Either way, whether you have ASD or not, at least you'll have been assessed so any questions or doubts can hopefully be answered.","6,594",Autism_and_Mental_Health_Forum
208,Thatmentalchick,Active member,@stevie_sloth when I get assessed am I allowed to also tell them my list on top of being observed cause a lot of those symptoms I have since childhood,25,Autism_and_Mental_Health_Forum
209,stevie_sloth,Well-known member,"Thatmentalchick said:
@stevie_sloth when I get assessed am I allowed to also tell them my list on top of being observed cause a lot of those symptoms I have since childhood
I don't know what goes on in an assessment, but I myself would want to tell / show them everything I could.","6,594",Autism_and_Mental_Health_Forum
210,Northern Girl,Well-known member,Glad you are going for an assessment. Hope all goes well.,482,Autism_and_Mental_Health_Forum
211,SilentLion,Member,"I am going to lose my subsidized apartment at the end of the month. They stopped giving me SSDI because they told me I was well enough to work. They've refused my reapplication, and I have to reapply again because I didn't appeal. I will either have to move back in with my aunt -- who I'd already lived with for a year, six years ago -- or become homeless. I cannot find a thirty-hour job for my current low-income housing that they want, and Temporary Assistance will not last forever. I don't even know if they'll put me back on it.

I'm looking for any chance that this isn't hopeless. But I highly doubt it. I have no future.",12,Autism_and_Mental_Health_Forum
212,JessisMe,Well-known member,"I’m sorry this is happening. Why do they think you are well enough to work? What changed? How long have you been on SSDI for? I’m glad you have your aunt to stay with if need be. I currently live with my Mom but am concerned that the same thing would happen to me should I move out. Hope we can support you through this. Hugs. xo, j","12,010",Autism_and_Mental_Health_Forum
213,ThepianoGoldfish,Well-known member,"Ouch this is my biggest fear. I fear I will get cut off from my benefits and lose everything. I’m truly sorry you have to go through this maybe there’s someway you can hire a lawyer? I think that’s what I would do for this situation. If I did get cut off I would have to depend on my savings, that would go quickly. How can they determine this? It seems unfair.

Sry",120,Autism_and_Mental_Health_Forum
214,SilentLion,Member,"I'm not sure why, Jess. I was under the impression that one could have SSDI and still do part-time work. If I had to guess, it's because I hadn't had professional mental health counseling for years. I stopped seeing them till last year or so. Even then, I had pretty lackluster clinics until my most recent one. Without proper evidence and living by myself, maybe that's why. I had been on SSDI for over seven years prior.

Also helps I got a sham ""psychological evaluation"", too. I went out to get one as my mental state declined from trauma over the years. The guy I went to gave me an IQ test, and is obsessed in disproving autism in people that don't have Down Syndrome. Horror stories aplenty for his reviews, but too little too late for me. They mentioned the quack in my denial letter as part of their proof, too. :v

It is indeed the route I'm taking, Goldfish. There's a few in town that I will be calling in the coming days. I had gotten overwhelmed with everything hitting me at once today. I've been living here for six years, and didn't want to ever be a burden to my family like I had been again. But I don't think my aunt will give up on me, or leave me by the wayside. It's just... rough for me. She's already seen how bad I can get. I'd lived with her for a year before this.",12,Autism_and_Mental_Health_Forum
